nik,no_kk,nama,tempat_tanggal_lahir,jenis_kelamin,status_perkawinan,alamat,kecamatan,kelurahan,pekerjaan,penghasilan,jumlah_tanggungan,kondisi_lantai,kondisi_dinding,kondisi_atap,status_kepemilikan_rumah,pendidikan_terakhir,jumlah_anak_sekolah,kepemilikan_aset,pengeluaran_bulanan,akses_listrik,akses_air,kondisi_kesehatan
35730213347924,35730194895474,Calon Penerima 156,1967-07-11,Perempuan,Kawin,Jl. Sarangan No. 106 RT 10/RW 09,Lowokwaru,Lowokwaru,Wiraswasta / Pedagang,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730165121857,35730298170813,Calon Penerima 157,1990-04-01,Perempuan,Kawin,Perum. Muharto Residences Blok E4 RT 09/RW 01,Blimbing,Jodipan,Karyawan Swasta,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730455923323,35730289795725,Calon Penerima 158,1992-12-28,Laki-laki,Kawin,Jl. Danau Toba Dalam RT 15/RW 04,Kedungkandang,Sawojajar,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730187739244,35730211381023,Calon Penerima 159,1989-10-18,Perempuan,Kawin,Jl. Danau Jonge No. 19 RT 10/RW 08,Kedungkandang,Lesanpuro,PNS / TNI / POLRI,> Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730165513418,35730354786239,Calon Penerima 160,1990-03-14,Perempuan,Belum Kawin,Jl. Bunga Coklat No. 150 RT 06/RW 10,Lowokwaru,Jatimulyo,PNS / TNI / POLRI,> Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730152986353,35730582596213,Calon Penerima 161,1982-12-13,Perempuan,Belum Kawin,Jl. Warinoi No. 107 RT 04/RW 06,Blimbing,Bunulrejo,Wiraswasta / Pedagang,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),> Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730268708277,35730123267164,Calon Penerima 162,1970-11-27,Perempuan,Belum Kawin,Perum. Gadang Asri Blok G7 RT 10/RW 06,Sukun,Gadang,Wiraswasta / Pedagang,> Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),> Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730540941490,35730260355030,Calon Penerima 163,1967-07-07,Perempuan,Kawin,Jl. Purwodadi No. 105 RT 09/RW 10,Blimbing,Purwodadi,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730298852315,35730241747046,Calon Penerima 164,1969-07-14,Perempuan,Kawin,Perum. Golf Asri Blok D1 RT 05/RW 02,Lowokwaru,Tasikmadu,Wiraswasta / Pedagang,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730487164318,35730431680264,Calon Penerima 165,1972-04-16,Perempuan,Kawin,Jl. Arif Margono No. 4 RT 10/RW 09,Klojen,Kasin,Wiraswasta / Pedagang,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730496128925,35730138738462,Calon Penerima 166,2004-06-17,Perempuan,Kawin,Jl. Ki Ageng Gribig Gg. 7 RT 05/RW 08,Kedungkandang,Kedungkandang,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Rentan Sakit / Lansia / Ibu Hamil
35730548321194,35730477930142,Calon Penerima 167,1987-07-15,Laki-laki,Kawin,Jl. Lesanpuro No. 118 RT 07/RW 09,Kedungkandang,Lesanpuro,Karyawan Swasta,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730191618124,35730212120105,Calon Penerima 168,1994-06-14,Laki-laki,Belum Kawin,Jl. Kalpataru No. 144 RT 06/RW 10,Lowokwaru,Jatimulyo,PNS / TNI / POLRI,> Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730217781749,35730595361654,Calon Penerima 169,2005-11-18,Perempuan,Belum Kawin,Jl. Pisang Candi No. 12 RT 03/RW 09,Sukun,Pisangcandi,Wiraswasta / Pedagang,> Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730453985019,35730467106308,Calon Penerima 170,1971-02-09,Laki-laki,Kawin,Jl. Tretes Gg. 4 RT 14/RW 05,Klojen,Rampal Celaket,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730228935906,35730220222246,Calon Penerima 171,1968-02-28,Perempuan,Kawin,Jl. Bakalan Krajan No. 1 RT 03/RW 03,Sukun,Bakalankrajan,Wiraswasta / Pedagang,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730254397374,35730134642565,Calon Penerima 172,1980-02-14,Laki-laki,Cerai Hidup,Jl. Tlogo Indah Gg. 10 RT 01/RW 02,Lowokwaru,Lowokwaru,Buruh Pabrik / Bangunan,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730531847620,35730282674683,Calon Penerima 173,1968-08-10,Laki-laki,Cerai Mati,Jl. Akordion Gg. 2 RT 14/RW 07,Lowokwaru,Tunggulwulung,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730577607775,35730590801837,Calon Penerima 174,1993-05-14,Perempuan,Kawin,Perum. Tlogowaru Residences Blok A1 RT 06/RW 10,Kedungkandang,Tlogowaru,PNS / TNI / POLRI,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730578555769,35730110761718,Calon Penerima 175,1981-10-16,Laki-laki,Kawin,Perum. Pahlawan Asri Blok F7 RT 04/RW 08,Blimbing,Balearjosari,Karyawan Swasta,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730314364072,35730348347805,Calon Penerima 176,1965-09-13,Laki-laki,Kawin,Jl. Kendalsari Gg. 6 RT 14/RW 08,Lowokwaru,Tulusrejo,Petani / Buruh Tani,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730580791600,35730331794462,Calon Penerima 177,1982-02-24,Perempuan,Kawin,Jl. Baiduri Pandan Dalam RT 08/RW 09,Lowokwaru,Tlogomas,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,> 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730273781651,35730165787896,Calon Penerima 178,1976-06-14,Laki-laki,Kawin,Perum. Jodipan Wetan Permai Blok E5 RT 02/RW 05,Blimbing,Jodipan,Wiraswasta / Pedagang,> Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730454441093,35730490870001,Calon Penerima 179,1987-01-06,Laki-laki,Belum Kawin,Jl. Bunga Cengkeh No. 3 RT 03/RW 10,Lowokwaru,Tulusrejo,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730220173219,35730475669597,Calon Penerima 180,1990-04-10,Perempuan,Cerai Mati,Jl. Pahlawan Gg. 10 RT 14/RW 03,Blimbing,Balearjosari,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730597111187,35730172831763,Calon Penerima 181,1964-02-15,Laki-laki,Kawin,Jl. Parseh Dalam RT 03/RW 03,Sukun,Kebonsari,Buruh Pabrik / Bangunan,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SMP,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Rentan Sakit / Lansia / Ibu Hamil
35730596758999,35730587454532,Calon Penerima 182,1977-07-26,Laki-laki,Belum Kawin,Jl. Candi Badut No. 133 RT 07/RW 09,Sukun,Karangbesuki,Karyawan Swasta,Rp 3.000.000 - Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730497210241,35730494506075,Calon Penerima 183,1967-11-11,Laki-laki,Kawin,Jl. Warinoi No. 1 RT 02/RW 04,Blimbing,Bunulrejo,Karyawan Swasta,> Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730349552949,35730156944427,Calon Penerima 184,1981-10-10,Laki-laki,Belum Kawin,Jl. Ikan Piranha No. 56 RT 01/RW 09,Lowokwaru,Tunjungsekar,Wiraswasta / Pedagang,> Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730576995204,35730566155361,Calon Penerima 185,2003-07-13,Laki-laki,Kawin,Jl. Galunggung No. 128 RT 10/RW 09,Klojen,Gading Kasri,Karyawan Swasta,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730447423854,35730465984426,Calon Penerima 186,1998-01-14,Laki-laki,Belum Kawin,Perum. Sarangan Mas Blok J13 RT 02/RW 08,Lowokwaru,Lowokwaru,Wiraswasta / Pedagang,> Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),> Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730284992039,35730576393137,Calon Penerima 187,1975-04-11,Perempuan,Belum Kawin,Jl. Warinoi No. 96 RT 06/RW 05,Blimbing,Bunulrejo,PNS / TNI / POLRI,> Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730288785463,35730234512961,Calon Penerima 188,1990-03-13,Perempuan,Cerai Mati,Jl. Pelabuhan Gg. 4 RT 07/RW 03,Sukun,Bakalankrajan,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SMP,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730322384025,35730386684612,Calon Penerima 189,1967-02-25,Laki-laki,Belum Kawin,Jl. Ahmad Yani No. 57 RT 07/RW 08,Blimbing,Purwodadi,Wiraswasta / Pedagang,Rp 3.000.000 - Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730113518870,35730345567372,Calon Penerima 190,1984-02-20,Perempuan,Cerai Hidup,Jl. S. Supriadi Gg. 6 RT 06/RW 07,Sukun,Sukun,Tidak Bekerja,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SMP,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Rentan Sakit / Lansia / Ibu Hamil
35730363669822,35730569207163,Calon Penerima 191,1988-07-23,Laki-laki,Cerai Mati,Jl. Tenaga Gg. 9 RT 01/RW 02,Blimbing,Blimbing,Buruh Pabrik / Bangunan,< Rp 500.000,> 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730479721358,35730230783202,Calon Penerima 192,1996-10-18,Perempuan,Belum Kawin,Perum. Brawijaya Permai Blok G2 RT 01/RW 02,Sukun,Mulyorejo,Wiraswasta / Pedagang,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730530748090,35730466221537,Calon Penerima 193,1998-09-09,Perempuan,Cerai Hidup,Jl. Sigura-gura Gg. 8 RT 10/RW 05,Lowokwaru,Sumbersari,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730365150112,35730447557676,Calon Penerima 194,1990-03-15,Laki-laki,Cerai Mati,Jl. Parseh Jaya Gg. 7 RT 15/RW 07,Kedungkandang,Arjowinangun,Petani / Buruh Tani,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730364905067,35730417725700,Calon Penerima 195,2000-06-22,Laki-laki,Kawin,Perum. Danau Maninjau Mas Blok F18 RT 03/RW 03,Kedungkandang,Sawojajar,Karyawan Swasta,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730172798211,35730182761331,Calon Penerima 196,1989-02-14,Laki-laki,Cerai Hidup,Jl. Baiduri Pandan Gg. 5 RT 04/RW 09,Lowokwaru,Tlogomas,Tidak Bekerja,< Rp 500.000,> 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730496693594,35730433547625,Calon Penerima 197,2000-08-07,Perempuan,Cerai Mati,Jl. Majapahit Dalam RT 02/RW 02,Klojen,Kiduldalem,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
